8.871437;8.364092;9.409802;8.897156;8.312083;8.869609;9.880581
9.265421;8.822695;9.3482;8.87441;9.330577;9.359271;8.131625
8.558253;8.776018;9.384773;8.4626665;9.027584;8.550842;7.5252757
9.258322;8.480646;8.513098;8.097281;9.121046;8.364292;8.209275
9.280996;8.3097;9.751898;8.6645565;8.91018;8.96282;9.157763
8.783367;9.693336;8.94223;9.76038;7.674615;9.646914;9.002274
8.751675;8.573924;9.007314;8.789263;8.576323;8.962833;8.077178
7.558308;9.607773;9.925447;8.687366;7.9621143;9.133829;8.543627
8.464863;7.812162;9.210172;8.128711;8.841806;9.6701565;8.512448
8.783774;8.418474;9.925018;8.260538;8.933806;8.379834;7.921711
9.155958;8.690539;8.312784;7.879755;8.622741;8.644107;8.691277
8.217968;7.77335;9.512834;9.775917;8.109852;8.70634;9.165507
8.891945;8.216354;9.050821;9.605345;8.552594;9.195984;7.750748
8.440905;9.055854;8.797162;8.275795;9.469658;8.449755;8.520257
8.588481;8.931519;9.260916;8.913205;8.692965;9.460347;8.4425535
8.402236;8.830448;8.363541;9.100239;9.089378;8.830675;8.224884
9.257953;9.203573;8.587192;8.206323;8.164105;8.815161;8.543604
9.233269;8.402938;8.88273;8.14402;8.5297575;8.667421;8.186019
8.505262;9.537811;9.308697;9.014259;8.397232;9.460296;8.660198
8.954834;8.441813;8.818808;9.271031;8.591604;8.5897255;8.49697
8.675125;9.421211;9.072122;9.03017;9.478074;7.8979044;8.473643
8.985735;9.024781;9.26301;8.33859;8.343039;8.340959;8.730156
8.606616;8.426252;8.706063;8.773352;9.035222;8.092213;8.745706
8.308405;8.231936;8.707398;9.170359;8.630556;9.359216;8.66017
9.56139;9.102528;9.340527;7.871554;8.677161;9.040591;8.271551
8.924139;7.9287877;9.93141;9.457298;8.878897;8.325421;8.683483
8.574195;9.366795;9.610239;8.478042;8.195582;9.024994;9.126583
9.187296;9.413452;9.51482;8.314436;7.860803;8.302119;9.180981
9.087408;8.332964;9.396725;8.455025;8.576075;9.01721;8.364797
8.88414;8.022263;9.337731;8.050349;8.180235;8.613255;9.002358
