0.21073721;0.21154448;0.7973331;0.22095852
0.2010617;0.20130005;0.8895105;0.21048579
0.2082517;0.20888558;0.9832563;0.21753708
0.21882439;0.21827284;0.72805643;0.22919488
0.21722814;0.21796954;0.68205565;0.22677387
0.1986033;0.1984395;0.8456899;0.20806853
0.22007003;0.22220506;0.9339343;0.23025417
0.19821191;0.19813454;1.1229736;0.20836268
0.21678507;0.21712545;0.7725227;0.226307
0.2059496;0.20501658;0.8539321;0.21408921
0.2172429;0.21756372;0.93257606;0.22856331
0.20798099;0.20611517;0.81903815;0.21877405
0.21993378;0.21847789;0.7913208;0.22858968
0.20955563;0.21086586;0.8594785;0.22284612
0.20321651;0.20347574;0.7347113;0.21235703
0.20672476;0.20758452;0.91907674;0.2149805
0.18276918;0.1826507;0.9277745;0.19285727
0.17709275;0.17931455;0.94584286;0.19175205
0.22075132;0.22025701;0.7831145;0.22961974
0.21064162;0.21000741;1.1279997;0.22018534
0.20427537;0.20543838;0.79692924;0.21440065
0.20482409;0.2054909;0.8957726;0.21819198
0.22303133;0.2247755;0.7610428;0.23209181
0.21542561;0.21363787;0.84964895;0.22393459
0.2290797;0.22877094;0.83933175;0.23929675
0.21055456;0.2116181;0.96866477;0.22189945
0.18668933;0.18747011;0.8117796;0.1948229
0.22204575;0.22464025;0.869576;0.23286882
0.21994694;0.2193476;0.8742974;0.23141153
0.20699222;0.20820725;0.9192088;0.21807787
