0.82704663;0.9380767;1.6023477;1.407158;0.97872585;0.7979803;0.91978717
0.73958284;0.8297854;1.9635308;1.7516913;0.8333534;0.73193014;1.0091786
0.7849295;0.8994077;1.6380742;1.3352797;0.89878845;0.7582147;0.96257275
0.84097624;0.9131008;2.024698;1.2367717;0.9529097;0.8162917;0.9440348
0.8649029;0.9542764;2.0191245;1.4590529;0.9969901;0.86462075;0.9390038
0.6555941;1.1126842;1.6939807;1.437708;1.105335;0.6368271;0.87058985
1.1492913;1.3044086;1.9167061;1.605037;1.3097206;1.1684089;0.75318146
0.7985164;0.85904944;2.3860588;1.4639724;0.9749168;0.8028296;0.94467604
0.8111024;0.782179;1.8820255;1.190285;1.1946636;0.19765003;1.0741003
0.7942958;0.7477412;1.9975281;1.1489974;0.79713154;0.7625377;0.8854978
0.5538192;1.1154068;1.9835893;1.1343129;1.1290289;0.53812236;0.95316654
0.6056704;0.9501296;1.8116187;1.3082312;1.1035546;0.5836676;1.0699774
0.88753474;1.1346798;1.8848922;1.4679605;1.2593782;0.85804665;1.04565
0.8304455;0.89573556;2.177771;1.3238966;1.0138869;0.83550245;0.8717283
0.6963228;0.8360251;1.4780631;1.3857633;0.8607788;0.6697798;0.9635137
0.822955;0.9159217;2.0694664;1.3088589;0.92423105;0.8164201;0.92341167
0.6481538;1.1781249;1.7995226;1.2067225;1.1815627;0.623525;0.8073202
0.887102;0.9963052;2.0254016;1.3864638;0.9758345;0.886293;0.92289466
1.6453643;1.0490572;1.638014;1.4903927;1.0550456;0.99207234;1.0194112
1.1535482;0.8575381;1.9364221;1.3289917;0.9182855;0.82547855;0.99662864
0.83872294;0.93563914;2.2913718;1.3731207;0.9948678;0.8438461;0.84666145
0.7221677;1.4766057;1.5282216;2.018028;1.5054147;0.26862377;0.9598763
0.65456605;1.1334711;1.639025;1.4322227;1.2009083;0.63062704;0.8969148
0.6491267;0.96163857;1.9708112;1.3241539;1.2202339;0.62942517;0.9604572
0.9961586;0.9642572;1.8188211;1.2007744;1.0543773;0.20448887;1.0142876
0.61040634;1.1751468;1.5420904;1.3695654;1.1698297;0.58858514;1.0072528
0.8994385;1.0381103;1.9216624;1.6525295;1.0316297;0.93256074;0.83039105
0.8526557;0.97331184;2.0463617;1.357157;0.9798403;0.8654837;0.8236846
0.58847773;0.89306986;1.9705058;1.2955133;0.94317186;0.56711483;0.9767631
0.85920405;0.943895;1.9526479;1.5164341;0.98607224;0.8567361;0.87706393
