0.18535449;0.010927543;0.10794552;0.08637218
0.70172584;0.049194068;0.04870227;0.059933156
0.17437492;0.034212172;0.028912753;0.09140295
0.1840919;0.018682912;0.059078604;0.116001576
0.115238324;0.03544575;2.3581991;0.39066333
0.18616275;0.018667355;0.037936628;0.07794756
0.1775252;0.02066344;0.023650452;0.11734794
0.13404118;0.035924435;0.03435284;0.082913294
0.19050926;0.0150170475;0.029599175;0.076284245
0.16671786;0.019041002;0.041922137;0.10701126
0.15038909;0.026005253;0.049679294;0.055907473
0.16446693;0.008014828;0.061120942;0.07308492
0.19965816;0.018612847;0.03537646;0.087528974
0.1324995;0.023058683;0.03197016;0.057391435
0.20037797;0.049661115;0.05901222;0.086448684
0.17059842;0.04204361;0.047481447;0.057995945
0.124428004;0.026576623;0.084921315;0.084351316
0.18085973;0.034234256;0.04206808;0.08319284
0.1483191;0.027271733;0.06451206;0.055157557
0.15132968;0.033985093;0.04867667;0.08053239
0.1911229;0.02658455;0.05080022;0.11614016
0.16973823;0.026226163;0.037574902;0.11627841
0.21901031;0.0073434114;0.06245497;0.124685064
0.13323124;0.047164813;0.050639167;0.0539954
0.16045818;0.020207122;0.031102896;0.084085196
0.18804857;0.03507571;0.02888237;0.07938303
0.17572786;0.02007711;0.030879349;0.06871948
0.18167856;0.01866071;0.037878707;0.07873054
0.15065911;0.012052774;0.030159786;0.4066825
0.13168637;0.048488006;0.07364163;0.07241365
